secs,km,power,hr,cad,alt
0,0,51,,20,283.8
1,0.0013,68,,33,283.8
2,0.0031,76,,42,283.8
3,0.0053,87,,52,283.8
4,0.0078,100,,48,283.8
5,0.0106,100,,48,283.8
6,0.0139,92,,32,283.8
7,0.0175,89,,35,283.8
8,0.021,101,,35,283.8
9,0.0249,88,,38,283.8
10,0.0288,66,,38,283.8
11,0.033,68,,38,283.8
12,0.0376,78,,55,283.8
13,0.0421,97,,64,283.8
14,0.0464,101,,65,283.8
15,0.0514,92,,65,283.8
16,0.0562,86,,66,283.8
17,0.0614,81,,67,283.8
18,0.0663,81,,67,283.8
19,0.0714,78,,66,283.8
20,0.0766,67,,63,283.8
21,0.082,67,,63,283.8
22,0.0874,117,,67,283.8
23,0.0929,128,,67,283.8
24,0.0988,125,,53,283.8
25,0.1046,127,,54,283.8
26,0.1106,127,,56,283.8
27,0.117,127,,55,283.8
28,0.1236,114,,55,283.8
29,0.1298,95,,55,283.8
30,0.1365,79,,56,283.8
31,0.1434,77,,57,283.8
32,0.1501,80,,57,283.8
33,0.1568,80,,57,283.8
34,0.1636,81,,56,283.8
35,0.1703,83,,56,283.8
36,0.1774,84,,56,283.8
37,0.1846,86,,57,283.8
38,0.1913,85,,57,283.8
39,0.1987,87,,57,283.8
40,0.2055,79,,51,283.8
41,0.2128,42,,47,283.8
42,0.2197,18,,43,283.8
43,0.2263,0,,43,284
44,0.2316,0,,0,284
45,0.2363,0,,0,284
46,0.2403,0,,0,284
47,0.2432,0,,0,284
48,0.2454,0,,0,284
49,0.2471,27,,36,284
50,0.2491,104,,45,284.2
51,0.2517,157,,49,284.2
52,0.2548,172,,49,284.2
53,0.2582,174,,52,284.2
54,0.2621,155,,53,284.2
55,0.2664,142,,54,284.2
56,0.2708,152,,58,284.2
57,0.2752,152,,58,284.2
58,0.2801,153,,58,284.4
59,0.2851,142,,58,284.4
60,0.2902,133,,60,284.4
61,0.2956,99,,58,284.4
62,0.301,99,,58,284.4
63,0.3062,66,,55,284.4
64,0.3118,0,,51,284.6
65,0.3164,0,,0,284.6
66,0.3205,0,,0,284.6
67,0.3237,0,,0,284.6
68,0.3263,0,,0,284.6
69,0.3279,0,,0,284.6
70,0.3289,0,,0,284.6
71,0.3292,0,,0,284.6
72,0.3292,10,,33,284.6
73,0.3292,76,,33,284.6
74,0.3298,111,,43,284.6
75,0.3313,128,,48,284.6
76,0.3335,151,,51,284.6
77,0.3363,152,,53,284.6
78,0.3395,141,,53,284.6
79,0.3432,141,,54,284.6
80,0.3473,136,,57,284.6
81,0.3516,140,,58,284.4
82,0.3564,148,,59,284.4
83,0.3615,150,,61,284.4
84,0.3667,141,,61,284.4
85,0.3722,141,,62,284.4
86,0.3781,135,,63,284.4
87,0.3841,133,,63,284.4
88,0.3901,128,,64,284.2
89,0.3966,120,,64,284.2
90,0.4035,107,,63,284.2
91,0.4098,93,,62,284.2
92,0.4169,81,,64,284
93,0.4242,73,,64,284
94,0.4313,73,,65,283.8
95,0.4386,80,,64,283.8
96,0.4459,91,,64,283.8
97,0.4537,94,,64,283.6
98,0.4611,94,,64,283.6
99,0.4686,96,,64,283.6
100,0.4769,96,,61,283.6
101,0.4844,90,,60,283.6
102,0.4923,85,,60,283.6
103,0.5001,85,,59,283.6
104,0.5075,87,,59,283.6
105,0.5152,88,,62,283.6
106,0.5229,88,,63,283.6
107,0.5307,89,,62,283.4
108,0.5385,88,,62,283.4
109,0.5463,81,,61,283.2
110,0.5544,79,,63,283
111,0.5628,87,,64,283
112,0.571,90,,63,282.8
113,0.5797,88,,63,282.8
114,0.5882,87,,63,282.6
115,0.5968,87,,62,282.4
116,0.6057,84,,63,282.4
117,0.6143,83,,63,282.2
118,0.6236,83,,63,282
119,0.6322,85,,63,282
120,0.6414,89,,62,281.8
121,0.6507,87,,63,281.6
122,0.6596,83,,63,281.6
123,0.6691,84,,63,281.4
124,0.6784,88,,63,281.2
125,0.6874,85,,64,281
126,0.6965,89,,64,281
127,0.7063,93,,64,280.8
128,0.7155,95,,64,280.6
129,0.7248,93,,64,280.6
130,0.7346,91,,64,280.4
131,0.7438,93,,65,280.2
132,0.7533,94,,64,280.2
133,0.7625,94,,64,280
134,0.7722,93,,64,280
135,0.7815,90,,62,279.8
136,0.7911,91,,65,279.8
137,0.8004,89,,68,279.8
138,0.8095,86,,68,280
139,0.8189,86,,67,280.2
140,0.8275,83,,66,280.2
141,0.8358,82,,65,280.4
142,0.8435,80,,64,280.6
143,0.8513,83,,63,280.6
144,0.859,89,,62,280.8
145,0.8665,98,,60,281
146,0.8736,107,,60,281.2
147,0.8806,114,,59,281.2
148,0.8875,115,,58,281.4
149,0.8942,119,,58,281.4
150,0.9009,129,,60,281.6
151,0.9076,142,,60,281.8
152,0.9142,146,,60,281.8
153,0.9206,143,,60,282
154,0.9267,141,,60,282.2
155,0.9331,136,,60,282.2
156,0.9392,136,,60,282.2
157,0.9453,133,,61,282.4
158,0.9517,131,,61,282.4
159,0.9578,130,,62,282.4
160,0.9643,135,,63,282.4
161,0.971,148,,63,282.4
162,0.9772,150,,64,282.4
163,0.9838,142,,65,282.6
164,0.9906,138,,65,282.6
165,0.9972,139,,65,282.6
166,1.0041,138,,65,282.6
167,1.0111,134,,65,282.6
168,1.0182,131,,66,282.6
169,1.0249,132,,67,282.6
170,1.032,135,,66,282.6
171,1.0387,131,,66,282.6
172,1.0461,126,,67,282.6
173,1.0533,121,,67,282.6
174,1.0608,117,,67,282.6
175,1.0682,106,,67,282.4
176,1.0756,104,,67,282.4
177,1.0832,112,,68,282.4
178,1.091,121,,67,282.4
179,1.0991,124,,68,282.2
180,1.1074,120,,67,282.2
181,1.1157,116,,67,282
182,1.1237,120,,68,282
183,1.1324,129,,69,282
184,1.1413,128,,69,281.8
185,1.1496,130,,69,281.8
186,1.1583,132,,69,281.8
187,1.1672,139,,68,281.6
188,1.1764,148,,63,281.6
189,1.1851,144,,63,281.4
190,1.1946,143,,63,281.4
191,1.2034,153,,63,281.4
192,1.2127,153,,64,281.2
193,1.2225,174,,65,281.2
194,1.2316,182,,65,281
195,1.2411,174,,64,281
196,1.2509,144,,63,281
197,1.2607,122,,64,280.8
198,1.2702,112,,64,280.8
199,1.2798,110,,63,280.8
200,1.2894,112,,62,280.6
201,1.2995,104,,66,280.6
202,1.3092,111,,71,280.4
203,1.3193,124,,72,280.2
204,1.3292,129,,71,280
205,1.3395,129,,72,279.8
206,1.3493,128,,71,279.8
207,1.3594,124,,72,279.8
208,1.3696,123,,72,279.8
209,1.3798,123,,71,279.8
210,1.3898,121,,72,279.8
211,1.4,118,,71,279.8
212,1.4095,124,,72,279.8
213,1.4192,134,,72,279.8
214,1.429,136,,71,279.8
215,1.4388,135,,71,279.8
216,1.4477,129,,70,279.8
217,1.4572,118,,71,280
218,1.4662,114,,71,280
219,1.4753,120,,70,280
220,1.4839,129,,70,280
221,1.493,129,,69,280
222,1.5018,129,,70,280.2
223,1.5104,143,,70,280.2
224,1.5187,143,,71,280.2
225,1.5272,139,,71,280.2
226,1.536,139,,70,280.4
227,1.5441,140,,71,280.4
228,1.5522,147,,70,280.6
229,1.5604,151,,67,280.6
230,1.5686,134,,67,280.8
231,1.5767,117,,67,280.8
232,1.5842,113,,68,281
233,1.592,122,,67,281
234,1.5995,129,,68,281
235,1.6073,131,,68,281.2
236,1.6147,138,,67,281.2
237,1.6223,143,,67,281.4
238,1.6294,141,,67,281.4
239,1.6369,139,,67,281.6
240,1.6438,142,,67,281.8
241,1.6511,153,,67,281.8
242,1.6581,155,,67,281.8
243,1.6653,154,,67,281.8
244,1.6726,151,,67,281.8
245,1.6802,141,,67,281.8
246,1.6874,141,,67,281.8
247,1.695,133,,67,281.8
248,1.703,126,,66,281.8
249,1.7109,109,,65,282
250,1.7192,118,,65,282
251,1.7269,124,,67,282
252,1.7356,124,,69,282
253,1.7436,126,,69,282
254,1.7523,126,,68,282
255,1.7603,130,,69,282
256,1.7687,145,,69,282
257,1.7773,152,,70,282
258,1.7858,149,,69,282
259,1.7944,139,,70,281.8
260,1.8031,130,,70,281.8
261,1.812,126,,70,281.8
262,1.8207,127,,70,281.8
263,1.8299,124,,69,281.8
264,1.8388,116,,70,281.6
265,1.8479,112,,71,281.6
266,1.8569,114,,70,281.6
267,1.8662,118,,69,281.6
268,1.875,117,,69,281.4
269,1.8843,118,,71,281.4
270,1.8938,130,,72,281.2
271,1.9029,131,,71,281.2
272,1.9122,121,,71,281
273,1.9219,119,,71,280.8
274,1.9313,124,,70,280.4
275,1.941,125,,71,280.2
276,1.9513,119,,72,280
277,1.9608,115,,70,279.8
278,1.9711,114,,70,279.8
279,1.9808,117,,70,280
280,1.9906,118,,69,280
281,2.0005,123,,71,280.2
282,2.0101,131,,71,280.4
283,2.019,145,,70,280.6
284,2.0281,159,,69,280.8
285,2.0372,166,,69,280.8
286,2.0463,161,,68,281
287,2.0548,148,,69,281.2
288,2.0634,153,,69,281.2
289,2.072,159,,68,281.4
290,2.0805,159,,68,281.6
291,2.0894,163,,69,281.8
292,2.0973,158,,69,281.8
293,2.1059,153,,68,282
