secs,km,power,hr,cad,alt
0,0,36,,56,283.6
1,0.0012,45,,60,283.6
2,0.0027,56,,63,283.6
3,0.0045,67,,61,283.6
4,0.0068,66,,63,283.6
5,0.0091,94,,69,283.6
6,0.012,123,,75,283.6
7,0.0152,110,,76,283.6
8,0.0187,83,,72,283.6
9,0.0225,61,,69,283.6
10,0.0262,42,,67,283.6
11,0.0301,47,,66,283.6
12,0.0342,73,,66,283.6
13,0.0381,53,,62,283.6
14,0.0424,74,,68,283.6
15,0.0467,108,,62,283.6
16,0.0512,111,,62,283.6
17,0.0558,117,,54,283.6
18,0.0606,74,,54,283.6
19,0.0655,18,,48,283.6
20,0.0705,15,,41,283.6
21,0.0753,67,,56,283.6
22,0.0803,95,,57,283.6
23,0.0854,105,,61,283.6
24,0.0905,121,,64,283.6
25,0.0958,166,,67,283.6
26,0.1013,170,,69,283.6
27,0.1072,186,,70,283.6
28,0.1132,167,,69,283.6
29,0.1194,134,,67,283.6
30,0.1257,125,,68,283.6
31,0.1324,131,,70,283.6
32,0.1391,138,,71,283.8
33,0.1452,131,,73,283.8
34,0.1521,123,,72,283.8
35,0.1586,120,,72,283.8
36,0.1656,118,,74,283.8
37,0.1726,122,,74,283.8
38,0.1796,122,,73,283.8
39,0.187,114,,72,283.8
40,0.1938,102,,73,283.8
41,0.2011,129,,75,283.8
42,0.2083,136,,75,283.8
43,0.216,136,,73,283.8
44,0.2233,138,,72,283.8
45,0.2307,151,,73,283.8
46,0.2387,165,,73,283.8
47,0.2464,157,,75,283.8
48,0.254,151,,74,283.8
49,0.2621,142,,74,283.8
50,0.2697,141,,75,283.8
51,0.2782,136,,75,283.8
52,0.2857,123,,75,283.8
53,0.2937,116,,75,283.8
54,0.3021,113,,77,283.8
55,0.3094,124,,77,283.8
56,0.3176,138,,76,283.8
57,0.3256,141,,76,283.8
58,0.334,141,,77,283.8
59,0.3423,132,,76,283.8
60,0.3501,125,,76,283.8
61,0.3586,127,,78,283.8
62,0.3671,145,,76,283.8
63,0.3756,141,,76,283.8
64,0.3841,136,,76,283.8
65,0.3925,130,,78,284
66,0.4013,128,,77,284
67,0.4098,140,,76,284
68,0.4183,157,,76,284
69,0.427,163,,77,284.2
70,0.4358,166,,77,284.2
71,0.444,167,,77,284.2
72,0.4525,162,,76,284.4
73,0.4611,148,,76,284.4
74,0.4696,144,,77,284.4
75,0.4776,148,,77,284.4
76,0.4859,161,,78,284.6
77,0.4942,162,,77,284.6
78,0.5029,164,,78,284.6
79,0.5117,172,,79,284.6
80,0.5205,179,,80,284.4
81,0.5298,188,,80,284.4
82,0.5388,172,,81,284.4
83,0.5486,150,,80,284.4
84,0.5574,125,,81,284.2
85,0.567,114,,83,284.2
86,0.5767,122,,82,284.2
87,0.5862,120,,81,284
88,0.5957,115,,82,284
89,0.6052,120,,82,283.8
90,0.6151,120,,82,283.8
91,0.6246,123,,82,283.6
92,0.6341,121,,81,283.6
93,0.6437,119,,81,283.6
94,0.6529,127,,82,283.6
95,0.6627,131,,80,283.6
96,0.6719,131,,80,283.6
97,0.6811,132,,82,283.6
98,0.6903,142,,82,283.6
99,0.6999,157,,81,283.4
100,0.7092,154,,81,283.2
101,0.7187,141,,83,283.2
102,0.7289,131,,83,283
103,0.739,120,,84,282.8
104,0.7492,118,,85,282.8
105,0.7598,127,,85,282.6
106,0.7694,128,,84,282.4
107,0.7794,127,,85,282.2
108,0.7891,135,,86,282.2
109,0.7994,143,,81,282
110,0.81,154,,76,281.8
111,0.8199,117,,72,281.6
