secs,km,power,hr,cad,alt
0,0,0,90,0,-8.4
1,0.0035,0,89,0,-8.4
2,0.0071,0,87,0,-8.4
3,0.0108,14,87,55,-8.4
4,0.0147,61,86,57,-8.6
5,0.0189,96,86,61,-8.6
6,0.0235,162,86,66,-8.6
7,0.0282,146,87,69,-8.8
8,0.0332,134,88,64,-9
9,0.0384,134,89,67,-9.4
10,0.0439,132,91,69,-9.6
11,0.0495,157,93,71,-9.8
12,0.0552,145,93,74,-9.8
13,0.0611,122,94,76,-10
14,0.0671,127,94,77,-10.2
15,0.0732,136,94,78,-10.2
16,0.0793,131,94,80,-10.2
17,0.0855,119,95,81,-10
18,0.0919,149,95,77,-10
19,0.0983,114,96,79,-9.8
20,0.1047,118,96,79,-9.8
21,0.111,76,97,76,-9.8
22,0.1169,63,97,76,-10
23,0.1221,63,97,76,-10
24,0.1271,15,96,0,-10
25,0.1319,48,95,0,-10.2
26,0.1367,48,94,0,-10.2
27,0.1418,48,93,56,-10.2
28,0.1471,168,93,64,-10.4
29,0.1526,172,93,66,-10.4
30,0.1582,174,93,68,-10.8
31,0.1639,177,94,69,-11
32,0.1696,182,94,70,-11
33,0.1754,163,95,70,-11.2
34,0.1811,158,96,71,-11.2
35,0.1869,166,97,71,-11.4
36,0.1927,161,98,71,-11.4
37,0.1984,161,99,70,-11.4
38,0.2042,178,99,71,-11.4
39,0.2101,192,99,71,-11.4
40,0.216,191,99,72,-11.4
41,0.2219,186,99,72,-11.4
42,0.2278,167,100,72,-11.2
43,0.2336,165,100,72,-11.2
44,0.2395,166,100,72,-11.2
45,0.2453,174,101,71,-11.2
46,0.2512,173,102,71,-11
47,0.257,173,102,71,-11
48,0.2628,167,103,71,-11
49,0.2688,158,104,71,-11
50,0.2747,134,104,72,-11
51,0.2807,111,104,73,-10.8
52,0.2869,104,104,74,-10.8
53,0.2931,111,104,75,-10.8
54,0.2995,110,105,76,-10.8
55,0.3059,101,105,72,-10.8
56,0.3124,110,105,73,-10.8
57,0.319,97,106,74,-10.8
58,0.3255,99,106,74,-10.8
59,0.332,102,107,74,-10.8
60,0.3384,101,107,74,-10.8
61,0.3448,108,106,72,-10.8
62,0.351,118,106,71,-10.8
63,0.3571,146,107,70,-10.8
64,0.3631,156,106,68,-10.8
65,0.3689,150,106,67,-10.8
66,0.3745,145,106,65,-10.8
67,0.3802,161,107,64,-10.8
68,0.3858,174,107,64,-10.8
69,0.3915,195,107,64,-10.8
70,0.3971,192,108,64,-10.8
71,0.4027,160,108,64,-10.8
72,0.4083,175,109,63,-10.8
73,0.4138,186,109,67,-10.8
74,0.4192,186,110,67,-10.8
75,0.4245,195,110,66,-10.6
76,0.4298,173,110,65,-10.2
77,0.4351,157,111,64,-9.8
78,0.4403,167,111,64,-9.6
79,0.4455,169,111,63,-9.4
80,0.4506,146,111,63,-9.4
81,0.4557,106,111,62,-9.2
82,0.4608,85,111,64,-9.2
83,0.4657,126,110,66,-9.2
84,0.4708,161,110,65,-9
85,0.4761,185,110,67,-9
86,0.4814,188,110,68,-8.8
87,0.4869,159,109,69,-8.6
88,0.4922,179,110,70,-8.4
89,0.4975,203,110,69,-8.6
90,0.5028,197,110,69,-8.6
91,0.508,206,110,69,-8.6
92,0.5133,209,110,68,-8.6
93,0.5186,201,110,69,-8.6
94,0.524,173,110,69,-8.6
95,0.5293,174,110,69,-8.6
96,0.5346,171,111,69,-8.6
97,0.5401,176,111,70,-8.4
98,0.5455,167,111,71,-8.4
99,0.551,160,111,71,-8.2
100,0.5564,159,111,71,-8.4
101,0.5618,173,111,70,-8.2
102,0.5673,157,111,70,-8.4
103,0.5732,127,112,72,-8.2
104,0.5792,134,112,76,-8.2
105,0.5852,136,112,78,-8.2
106,0.5911,134,112,78,-8.4
107,0.5969,144,113,77,-8.4
108,0.6025,164,113,75,-8.2
109,0.6082,173,113,74,-8.2
110,0.6139,160,113,74,-8
111,0.6196,139,113,74,-8
112,0.6253,150,114,74,-8
113,0.6311,123,114,75,-8
114,0.6364,69,114,65,-8
115,0.6416,13,115,59,-8
116,0.6466,36,115,67,-8
117,0.6517,52,115,66,-8
118,0.6565,42,115,64,-8
119,0.6615,83,114,64,-8
120,0.6669,136,113,66,-8
121,0.6721,189,112,69,-8
122,0.6775,251,112,69,-8
123,0.6831,177,112,72,-8
124,0.6888,148,112,73,-8
125,0.6945,110,111,74,-8
126,0.7002,85,111,75,-7.8
127,0.7059,92,112,69,-8
128,0.7117,105,111,70,-8
129,0.7175,127,111,71,-8
130,0.7233,107,111,71,-8
131,0.7292,89,111,71,-8
132,0.7351,109,110,71,-8.2
133,0.7411,121,110,72,-8.2
134,0.7472,120,110,73,-8.2
135,0.7533,101,110,74,-8.2
136,0.7597,86,111,75,-8.2
137,0.7664,117,111,79,-8.4
138,0.7732,96,111,81,-8.4
139,0.7801,76,111,82,-8.6
140,0.7873,77,112,80,-8.8
141,0.7946,73,112,81,-8.8
142,0.8021,85,112,84,-9.4
143,0.8098,101,113,85,-9.6
144,0.8176,107,113,87,-9.8
145,0.8254,87,113,88,-9.8
146,0.8332,94,114,89,-10
147,0.841,84,113,89,-10.6
148,0.8486,92,114,88,-10.8
149,0.8562,85,114,86,-11
150,0.8634,95,114,85,-11.6
151,0.8703,114,114,82,-12
152,0.8771,144,114,78,-12.6
