secs,km,power,hr,cad,alt
0,0,80,,46,16
1,0.0014,87,,47,16
2,0.0033,96,,48,16
3,0.0056,104,,48,16
4,0.0083,92,,49,16
5,0.0114,92,,46,16
6,0.0146,73,,46,16
7,0.0182,41,,30,16
8,0.0217,60,,40,16
9,0.0255,128,,68,16
10,0.0295,188,,72,16
11,0.0337,162,,73,16
12,0.0385,98,,72,16
13,0.0431,77,,71,16
14,0.0483,66,,66,16
15,0.0533,61,,63,16
16,0.0581,71,,63,16
17,0.0634,89,,62,16
18,0.0684,97,,63,16
19,0.0739,97,,64,16
20,0.0793,97,,64,16
21,0.0848,97,,65,16
22,0.0901,103,,66,16
23,0.096,107,,67,16
24,0.1018,105,,68,16
25,0.1074,104,,71,16
26,0.1136,93,,67,16
27,0.1193,78,,68,16
28,0.1256,90,,69,16
29,0.1314,102,,69,16
30,0.1376,102,,67,16
31,0.144,98,,65,16
32,0.15,97,,64,16
33,0.1566,95,,66,16
34,0.1629,97,,69,16
35,0.1693,105,,71,16
36,0.1755,105,,71,16
37,0.1822,106,,71,16
38,0.1885,103,,73,16
39,0.1953,97,,72,16
40,0.2018,89,,73,16
41,0.2084,90,,74,16
42,0.2151,96,,73,16
43,0.2217,96,,70,16
44,0.2284,92,,69,16
45,0.2353,93,,71,16
46,0.2418,101,,71,16
47,0.2488,99,,68,16
48,0.2556,91,,66,16
49,0.2624,93,,64,16
50,0.2693,111,,70,16
51,0.2763,112,,68,16
52,0.2832,112,,69,16
53,0.2903,111,,69,16
54,0.2974,98,,70,16
55,0.3045,101,,71,16
56,0.3116,101,,69,16
57,0.3187,101,,68,16
58,0.3259,100,,68,16
59,0.333,102,,69,16
60,0.3401,107,,70,16
61,0.3473,108,,68,16
62,0.3542,98,,68,16
63,0.3617,94,,66,16
64,0.3688,94,,67,16
65,0.376,101,,69,16
66,0.3832,110,,70,16
67,0.3904,116,,71,16
68,0.3976,116,,71,16
69,0.4049,114,,72,16
70,0.4121,107,,72,16
71,0.4194,101,,71,16
72,0.4267,95,,70,16
73,0.434,94,,71,16
74,0.4412,100,,72,16
75,0.4485,105,,71,16
76,0.4558,107,,72,16
77,0.4631,107,,72,16
78,0.4701,109,,73,16
79,0.4777,108,,72,16
80,0.4849,99,,71,16
81,0.4923,97,,71,16
82,0.4996,104,,71,16
83,0.5069,115,,74,16
84,0.5142,119,,75,16
85,0.5216,113,,75,16
86,0.529,102,,75,16
87,0.5363,104,,75,16
88,0.5437,106,,75,16
89,0.5509,106,,76,16
90,0.5587,105,,75,16
91,0.566,96,,72,16
92,0.5733,96,,71,16
93,0.5806,99,,69,16
94,0.588,108,,72,16
95,0.5953,125,,77,16
96,0.6028,122,,78,16
97,0.6101,108,,73,16
98,0.6176,95,,70,16
99,0.625,98,,69,16
100,0.6324,115,,71,16
101,0.6398,118,,74,16
102,0.6472,117,,75,16
103,0.6546,114,,75,16
104,0.6621,114,,74,16
105,0.6696,107,,75,16
106,0.677,111,,74,16
107,0.6845,111,,75,16
108,0.6919,111,,75,16
109,0.6994,112,,74,16
110,0.707,112,,74,16
111,0.7144,110,,74,16
112,0.7219,114,,76,16
113,0.7294,120,,76,16
114,0.7369,117,,75,16
115,0.7445,108,,76,16
116,0.7521,115,,77,15.4
117,0.761,120,,76,14.2
118,0.771,111,,75,12.6
119,0.7824,104,,76,11
120,0.7949,109,,80,9.2
121,0.8086,117,,81,7.2
122,0.8231,118,,82,6.2
123,0.8376,119,,83,6.2
124,0.8516,114,,81,6.2
125,0.8653,103,,79,6.2
126,0.8787,98,,80,6.2
127,0.8917,115,,78,6.2
128,0.9045,125,,76,6
129,0.9174,116,,73,5.4
130,0.9303,109,,74,5
131,0.9433,110,,75,4.8
132,0.956,114,,76,4.6
133,0.9685,124,,78,4.6
134,0.9808,124,,77,4.6
135,0.9931,120,,78,4.6
136,1.0053,121,,79,4.6
137,1.0173,110,,77,4.6
138,1.0292,102,,76,4.6
139,1.0408,106,,74,4.6
140,1.0523,114,,75,4.6
141,1.0636,120,,75,4.6
142,1.0746,122,,75,4.6
143,1.0855,118,,73,4.6
144,1.0962,116,,76,4.6
145,1.1068,116,,74,4.6
146,1.1172,119,,74,4.6
147,1.1274,122,,75,4.6
148,1.1376,126,,76,4.6
149,1.1476,118,,75,4.6
150,1.1575,111,,75,4.6
151,1.1673,109,,75,4.6
152,1.1769,120,,78,4.6
153,1.1865,127,,79,4.6
154,1.196,125,,80,4.6
155,1.2054,123,,81,4.6
156,1.2147,123,,81,4.6
157,1.2242,122,,81,4.6
158,1.2336,119,,77,4.6
159,1.2432,117,,76,4.6
160,1.2526,116,,76,4.6
161,1.2619,120,,77,4.6
162,1.2713,120,,77,4.6
163,1.2807,123,,76,4.6
164,1.2902,119,,75,4.6
165,1.2998,118,,78,4.6
166,1.3093,127,,77,4.6
167,1.3188,124,,76,4.6
168,1.3281,115,,75,4.6
169,1.3373,114,,76,4.6
170,1.3468,121,,77,4.6
171,1.3557,131,,78,4.6
172,1.3649,133,,79,4.6
173,1.3739,127,,78,4.6
174,1.3827,117,,77,4.6
175,1.3916,111,,77,4.6
176,1.4006,117,,77,4.6
177,1.4093,125,,77,4.6
178,1.4181,132,,80,4.6
179,1.4269,132,,80,4.6
180,1.4355,119,,79,4.6
181,1.444,116,,78,4.6
182,1.4525,117,,78,4.6
183,1.4609,121,,78,5
184,1.4689,129,,78,5.4
185,1.4762,133,,79,5.4
186,1.4841,131,,79,5.4
187,1.4915,123,,78,5.4
188,1.4991,120,,77,5.4
189,1.5067,120,,77,5.4
190,1.5143,126,,81,5.4
191,1.5223,138,,84,5.4
192,1.53,134,,81,5.4
193,1.5379,121,,78,5.4
194,1.5457,117,,77,5.4
195,1.5537,115,,76,5.4
196,1.5614,124,,76,5.4
197,1.5695,131,,77,5.4
198,1.5774,131,,77,5.4
199,1.5854,128,,76,5.4
200,1.5934,126,,75,5.4
201,1.6014,123,,75,5.4
202,1.6094,128,,75,5.4
203,1.6174,135,,77,5.4
204,1.6258,134,,79,5.4
205,1.6337,131,,78,5.4
206,1.6415,125,,78,5.4
207,1.6498,119,,77,5.4
208,1.6578,124,,78,5.6
209,1.6656,124,,78,5.8
210,1.6729,134,,78,6.2
211,1.6797,129,,76,6.6
212,1.6861,129,,77,7
213,1.6922,133,,78,7.4
214,1.6978,133,,77,7.6
215,1.7028,130,,76,7.8
216,1.7077,129,,78,8.2
217,1.7124,128,,78,8.4
218,1.7165,129,,78,8.6
219,1.7207,134,,79,8.8
220,1.7245,133,,78,9
221,1.7282,132,,79,9.2
222,1.7318,132,,78,9.4
223,1.7355,128,,77,9.4
224,1.7395,129,,76,9.6
225,1.743,126,,76,9.6
226,1.7468,126,,77,9.8
227,1.7508,132,,78,9.8
228,1.7547,136,,78,10
229,1.7587,140,,79,10
230,1.7626,138,,78,10.2
231,1.7666,132,,78,10.2
232,1.7706,127,,77,10.4
233,1.7748,129,,77,10.6
234,1.7785,137,,79,10.8
235,1.7821,145,,81,11
236,1.7855,141,,80,11.4
237,1.7886,127,,79,11.6
238,1.7915,123,,78,11.8
239,1.7943,127,,80,11.8
240,1.7969,135,,81,12
241,1.7996,135,,81,12.2
242,1.8021,137,,81,12.4
243,1.8046,137,,82,12.4
244,1.807,134,,82,12.6
245,1.8095,135,,81,12.8
246,1.8119,135,,80,13
247,1.8143,138,,80,13
248,1.8167,137,,79,13.2
249,1.819,131,,78,13.4
250,1.8213,132,,79,13.6
251,1.8235,136,,80,13.6
252,1.8257,133,,78,13.8
253,1.8278,132,,77,14
254,1.8298,137,,79,14.2
255,1.8319,142,,79,14.2
256,1.834,138,,78,14.4
257,1.8361,132,,77,14.6
258,1.8381,131,,78,14.8
259,1.8403,137,,78,14.8
260,1.8423,144,,79,15
261,1.8444,144,,79,15.2
262,1.8466,143,,79,15.2
263,1.8487,138,,79,15.4
264,1.851,137,,79,15.6
265,1.8531,133,,78,15.8
266,1.8553,135,,79,15.8
267,1.8576,135,,78,16
268,1.8598,136,,78,16.2
269,1.862,138,,80,16.2
270,1.8645,147,,80,16.4
271,1.867,145,,80,16.6
272,1.8697,138,,80,16.8
273,1.8722,137,,80,17
274,1.8748,139,,80,17
275,1.8773,137,,80,17.2
276,1.8799,138,,80,17.4
277,1.8824,136,,80,17.6
278,1.885,138,,80,17.8
279,1.8875,143,,77,17.8
280,1.8901,142,,76,18
281,1.8927,146,,79,18.2
282,1.8954,152,,81,18.4
283,1.8981,149,,82,18.4
284,1.9008,141,,81,18.6
285,1.9034,131,,80,18.8
286,1.906,135,,80,19
287,1.9086,142,,80,19
288,1.9112,145,,80,19.2
289,1.9138,141,,80,19.4
290,1.9164,145,,80,19.6
291,1.919,145,,80,19.6
292,1.9217,141,,79,19.8
293,1.9244,141,,78,20
294,1.9271,143,,79,20.2
295,1.9299,146,,79,20.2
296,1.9327,150,,80,20.4
297,1.9356,146,,80,20.6
298,1.9384,139,,79,20.8
299,1.9413,138,,79,20.8
300,1.9442,144,,80,21
301,1.9471,147,,79,21.2
302,1.9501,143,,79,21.2
303,1.9531,144,,79,21.4
304,1.9561,149,,80,21.6
305,1.9592,145,,80,21.6
306,1.9624,145,,80,21.8
307,1.9656,152,,81,22
308,1.9689,150,,81,22
309,1.9722,144,,81,22.2
310,1.9756,148,,81,22.4
311,1.979,146,,80,22.4
312,1.9826,141,,79,22.6
313,1.986,141,,80,22.6
314,1.9898,151,,81,22.8
315,1.9932,150,,81,23
316,1.997,145,,80,23
317,2.0007,141,,79,23.2
318,2.0046,143,,80,23.4
319,2.0086,143,,80,23.4
320,2.0129,151,,80,23.6
321,2.0174,154,,80,23.8
322,2.0219,153,,80,23.8
323,2.0268,149,,80,24
324,2.0315,145,,80,24.2
325,2.0363,145,,81,24.4
326,2.041,153,,83,24.6
327,2.0459,156,,81,24.6
328,2.0503,150,,81,24.8
329,2.055,148,,81,25
330,2.0595,148,,81,25.2
331,2.0639,149,,81,25.2
332,2.0684,151,,80,25.4
333,2.0729,148,,80,25.6
334,2.0773,147,,80,25.6
335,2.0817,153,,81,25.8
336,2.0864,158,,82,25.8
337,2.0911,159,,83,26
338,2.0959,158,,82,26
339,2.101,145,,82,26
340,2.1062,143,,85,26
341,2.1115,152,,86,26.2
342,2.1168,152,,86,26.2
343,2.1224,150,,84,26.2
344,2.128,153,,83,26.2
345,2.1337,160,,83,26.4
346,2.1395,150,,81,26.4
347,2.1454,138,,80,26.4
348,2.1511,146,,81,26.6
349,2.1572,154,,80,26.8
350,2.163,156,,82,26.8
351,2.1686,158,,82,27
352,2.1742,157,,83,27.2
353,2.1797,160,,85,27.4
354,2.1853,165,,84,27.6
355,2.1905,153,,83,27.8
356,2.1954,141,,81,28
357,2.2001,143,,80,28.4
358,2.2046,155,,83,28.6
359,2.2088,168,,84,28.8
360,2.2129,161,,83,29
361,2.2167,153,,85,29.4
362,2.2203,152,,85,29.6
363,2.2236,151,,84,29.8
364,2.2269,149,,83,30
365,2.2299,152,,81,30.2
366,2.233,158,,81,30.4
367,2.2359,164,,80,30.6
368,2.2387,160,,81,30.6
369,2.2415,159,,81,30.8
370,2.2442,154,,79,31
371,2.2469,154,,80,31.2
372,2.2494,154,,82,31.4
373,2.2521,163,,81,31.6
374,2.2545,162,,81,31.8
375,2.2571,157,,83,32
376,2.2597,160,,83,32.2
377,2.2621,161,,82,32.2
378,2.2646,162,,80,32.4
379,2.267,160,,79,32.6
380,2.2695,152,,81,32.8
381,2.2718,149,,81,33
382,2.2742,155,,82,33.2
383,2.2766,168,,82,33.4
384,2.2789,165,,82,33.4
385,2.2813,161,,83,33.6
386,2.2836,164,,84,33.8
387,2.2861,164,,82,34
388,2.2885,154,,84,34.2
389,2.2907,154,,86,34.4
390,2.2929,168,,84,34.6
391,2.2952,158,,80,34.8
392,2.2975,146,,79,34.8
393,2.2996,149,,77,35
394,2.3018,154,,80,35.2
395,2.304,173,,82,35.4
396,2.3063,179,,81,35.6
397,2.3086,163,,79,35.8
398,2.3107,157,,78,36
399,2.3129,158,,79,36
400,2.3151,164,,81,36.2
401,2.3173,167,,81,36.4
402,2.3194,162,,80,36.6
403,2.3216,158,,80,36.8
404,2.3237,160,,81,37
405,2.3258,164,,82,37.2
406,2.3279,168,,82,37.4
407,2.3299,166,,80,37.6
408,2.3321,164,,83,37.6
409,2.3341,168,,84,37.8
410,2.3363,167,,84,38
411,2.3383,166,,84,38.2
412,2.3404,166,,83,38.4
413,2.3424,168,,84,38.6
414,2.3445,168,,84,38.8
415,2.3466,159,,81,39
416,2.3486,148,,79,39.2
417,2.3504,164,,82,39.4
418,2.3525,176,,83,39.4
419,2.3544,169,,81,39.6
420,2.3564,162,,81,39.8
421,2.3583,164,,82,40
422,2.3602,164,,81,40.2
423,2.3622,163,,81,40.4
424,2.364,163,,82,40.6
425,2.366,168,,81,40.8
426,2.3678,166,,81,41
427,2.3697,166,,82,41.2
428,2.3716,172,,83,41.4
429,2.3734,172,,82,41.4
430,2.3754,172,,83,41.6
431,2.3772,165,,83,41.8
432,2.379,167,,80,42
433,2.3808,157,,81,42.2
434,2.3825,158,,84,42.4
435,2.3843,175,,84,42.6
436,2.3861,180,,82,42.8
437,2.3879,168,,82,43
438,2.3896,162,,82,43.2
439,2.3913,163,,81,43.4
440,2.393,167,,81,43.6
441,2.3948,171,,81,43.8
442,2.3964,170,,80,44
443,2.3981,168,,80,44.2
444,2.3998,172,,80,44.2
445,2.4015,175,,81,44.4
446,2.4033,175,,82,44.6
447,2.405,176,,82,44.8
448,2.4067,167,,81,45
449,2.4084,167,,81,45.2
450,2.41,166,,81,45.4
451,2.4117,171,,81,45.6
452,2.4134,171,,81,45.8
453,2.415,171,,82,46
454,2.4167,179,,83,46.2
455,2.4184,179,,83,46.4
456,2.4201,169,,83,46.6
457,2.4217,165,,83,46.8
458,2.4234,165,,83,47
459,2.4249,165,,83,47.2
460,2.4265,169,,82,47.4
461,2.4281,172,,82,47.6
462,2.4298,178,,81,47.8
463,2.4314,177,,83,48
464,2.4331,177,,81,48.2
465,2.4348,166,,80,48.4
466,2.4364,164,,80,48.4
467,2.4379,172,,80,48.6
468,2.4396,176,,80,48.8
469,2.4411,180,,80,49
470,2.4428,180,,80,49.2
471,2.4444,175,,80,49.4
472,2.4462,173,,80,49.6
473,2.4478,171,,80,49.8
474,2.4494,177,,80,50
475,2.451,178,,80,50.2
476,2.4527,178,,80,50.4
477,2.4543,178,,80,50.6
478,2.4559,177,,81,50.8
479,2.4576,176,,80,51
480,2.4592,176,,80,51.2
481,2.4609,176,,79,51.4
482,2.4625,174,,79,51.6
483,2.4641,178,,80,51.8
484,2.4657,183,,79,52
485,2.4674,179,,79,52.2
486,2.4691,174,,79,52.4
487,2.4707,179,,80,52.6
488,2.4723,181,,79,52.8
489,2.474,180,,79,53
490,2.4756,178,,80,53.2
491,2.4772,181,,80,53.4
492,2.4789,178,,80,53.6
493,2.4806,176,,79,53.8
494,2.4822,174,,80,54
495,2.4838,182,,80,54.2
496,2.4856,185,,80,54.4
497,2.4871,179,,79,54.6
498,2.4889,176,,79,54.8
499,2.4905,181,,80,55
500,2.4921,184,,80,55.2
501,2.4938,183,,80,55.4
502,2.4955,181,,79,55.6
503,2.4972,175,,79,55.8
504,2.4988,178,,80,56
505,2.5005,182,,80,56.2
506,2.5021,181,,80,56.4
507,2.5039,181,,79,56.6
508,2.5055,178,,79,56.8
509,2.5073,181,,79,57
510,2.5088,184,,79,57.2
511,2.5105,185,,79,57.4
512,2.5123,180,,79,57.6
513,2.514,179,,79,57.8
514,2.5157,182,,79,58
515,2.5173,185,,79,58.2
516,2.519,184,,78,58.4
517,2.5208,182,,78,58.6
518,2.5225,179,,77,58.8
519,2.5242,181,,78,59
520,2.5259,185,,78,59.2
521,2.5276,193,,78,59.4
522,2.5295,189,,78,59.6
523,2.5313,180,,78,59.8
524,2.5331,181,,78,60
525,2.5347,185,,79,60.2
526,2.5364,189,,79,60.4
527,2.5383,188,,79,60.6
528,2.5401,188,,79,60.8
529,2.5419,185,,80,61
530,2.5437,188,,80,61.2
531,2.5456,187,,80,61.4
532,2.5474,189,,81,61.6
533,2.5493,186,,80,61.8
534,2.5511,186,,79,62
535,2.553,181,,79,62.2
536,2.555,179,,80,62.4
537,2.5568,190,,79,62.6
538,2.5588,188,,79,62.8
539,2.5608,186,,80,63
540,2.5627,187,,80,63.2
541,2.5647,188,,79,63.4
542,2.5667,187,,78,63.6
543,2.5688,185,,78,63.8
544,2.5708,182,,78,64
545,2.5727,188,,79,64.2
546,2.5748,193,,78,64.4
547,2.5769,190,,77,64.6
548,2.579,187,,78,64.8
549,2.5811,190,,78,65
550,2.5832,191,,77,65.2
551,2.5854,188,,78,65.4
552,2.5875,187,,78,65.6
553,2.5897,192,,79,65.8
554,2.5919,191,,78,66
555,2.594,186,,77,66.2
556,2.5962,183,,77,66.4
557,2.5986,187,,78,66.6
558,2.6007,195,,79,66.8
559,2.6029,200,,80,67
560,2.6053,200,,81,67.2
561,2.6077,197,,81,67.4
562,2.6101,191,,82,67.6
563,2.6123,191,,83,67.8
564,2.6146,189,,82,68
565,2.617,192,,83,68.2
566,2.6194,190,,82,68.4
567,2.6216,186,,82,68.6
568,2.624,189,,82,68.8
569,2.6264,189,,82,69
570,2.6287,186,,80,69.2
571,2.631,186,,80,69.4
572,2.6334,190,,80,69.6
573,2.6357,196,,80,69.8
574,2.638,199,,81,70
575,2.6404,200,,80,70.2
576,2.6428,197,,80,70.4
577,2.6453,199,,82,70.8
578,2.6476,206,,83,71
579,2.65,202,,84,71.2
580,2.6525,193,,84,71.4
581,2.6548,193,,85,71.6
582,2.6571,191,,83,71.8
583,2.6594,186,,82,72
584,2.6618,192,,83,72.2
585,2.664,205,,83,72.4
586,2.6662,197,,82,72.6
587,2.6687,197,,81,72.8
588,2.6711,189,,82,73
589,2.6737,190,,82,73.2
590,2.6765,196,,82,73.4
591,2.6793,199,,82,73.4
592,2.6823,199,,81,73.6
593,2.6855,195,,81,73.8
594,2.6889,191,,81,74
595,2.6924,199,,82,74.2
596,2.6958,205,,82,74.2
597,2.6996,205,,83,74.4
598,2.7035,199,,83,74.6
599,2.7076,195,,84,74.6
600,2.7117,196,,81,74.8
601,2.7159,182,,81,75
602,2.7202,192,,83,75.2
603,2.7243,166,,82,75.4
604,2.7284,127,,91,75.6
605,2.7324,145,,87,75.8
606,2.736,149,,84,76
607,2.7396,135,,83,76.2
608,2.7431,136,,83,76.4
609,2.7461,155,,86,76.6
610,2.7492,175,,90,76.8
611,2.752,186,,88,77
612,2.7549,155,,84,77.2
613,2.7576,130,,87,77.4
614,2.76,115,,83,77.6
615,2.7621,125,,82,77.8
616,2.7643,148,,84,78
617,2.7664,158,,82,78
618,2.7686,150,,82,78.2
619,2.7709,148,,83,78.4
620,2.7732,152,,81,78.6
621,2.7755,149,,80,78.6
622,2.7779,149,,80,78.8
623,2.7802,156,,80,79
624,2.7828,160,,80,79.2
