secs,km,power,hr,cad,alt
0,0,0,,0,1303
1,4e-5,0,,0,1303
33,4e-5,0,,0,1303.2
34,0.00101,0,,0,1303.2
35,0.00222,37,,19,1303.2
36,0.00375,49,,23,1303
37,0.00586,53,,23,1303
38,0.00808,53,,29,1303
39,0.01096,36,,29,1303
40,0.01461,36,,29,1303
41,0.01879,43,,38,1303
42,0.02306,30,,44,1303
43,0.02773,0,,44,1303
44,0.03234,0,,0,1303
45,0.03706,0,,0,1302.8
46,0.04171,0,,0,1302.6
47,0.0461,0,,0,1302.8
48,0.04981,0,,0,1302.6
49,0.05317,0,,0,1302.6
50,0.05671,0,,0,1302.4
51,0.06043,0,,0,1302.4
52,0.06411,0,,0,1302.4
53,0.06745,0,,0,1302
54,0.07192,25,,58,1301.8
55,0.07677,0,,0,1301.8
56,0.08214,0,,0,1301.6
57,0.08818,0,,0,1301.4
58,0.09451,0,,0,1301.4
59,0.10008,0,,0,1301
60,0.10585,0,,0,1301
61,0.1115,0,,0,1300.8
62,0.11685,0,,0,1300.6
63,0.12213,0,,0,1300.2
64,0.12699,0,,0,1300
65,0.13197,0,,0,1299.6
66,0.13622,0,,0,1299.4
67,0.14095,0,,0,1299
68,0.14545,0,,0,1299
69,0.15023,0,,0,1298.8
70,0.1553,0,,0,1298.4
71,0.16039,0,,0,1298
72,0.16583,0,,0,1297.6
73,0.17156,0,,0,1297.2
74,0.17691,0,,0,1297
75,0.18357,0,,0,1296.8
76,0.1896,0,,0,1296.8
77,0.19633,0,,0,1296.4
78,0.20326,0,,0,1296
79,0.20968,0,,0,1295.8
80,0.2153,0,,0,1295.4
81,0.21962,0,,0,1295.2
82,0.22451,0,,0,1295
83,0.22917,217,,45,1294.6
84,0.23449,241,,45,1294.6
85,0.24011,241,,53,1294.4
86,0.24539,248,,57,1294.4
87,0.25132,243,,61,1294.4
88,0.25723,246,,65,1294.4
89,0.26272,229,,67,1294.4
90,0.26862,197,,71,1294.4
91,0.27456,192,,73,1294.4
92,0.28036,198,,73,1294.4
93,0.28593,207,,72,1294.4
94,0.29148,224,,72,1294.4
95,0.29731,242,,71,1294.4
96,0.30294,254,,70,1294.4
97,0.30824,243,,70,1294.4
98,0.31333,242,,69,1294.4
99,0.31836,238,,69,1294.4
100,0.3233,232,,68,1294.6
101,0.32816,233,,67,1294.8
102,0.33376,226,,67,1294.8
103,0.33905,230,,66,1295
104,0.34393,242,,65,1295.4
105,0.34846,243,,64,1295.6
106,0.35294,238,,64,1296
107,0.35698,258,,64,1296.2
108,0.3609,258,,64,1296.2
109,0.36551,257,,63,1296.6
110,0.36973,250,,63,1296.8
111,0.37445,247,,63,1297
112,0.37911,246,,63,1297.2
113,0.38449,255,,63,1297.6
114,0.39012,257,,65,1297.8
115,0.39596,262,,72,1298
116,0.40154,270,,75,1298.2
117,0.40689,262,,77,1298.4
118,0.41189,245,,80,1298.6
119,0.41669,236,,81,1298.6
120,0.42137,249,,81,1299
121,0.42629,248,,80,1299.4
122,0.43102,248,,80,1299.6
123,0.43565,252,,80,1300
124,0.44017,249,,80,1300.2
125,0.44477,241,,79,1300.6
126,0.44933,251,,78,1301
127,0.45383,251,,78,1301.4
128,0.45811,250,,76,1301.6
129,0.46231,246,,75,1301.8
130,0.46647,249,,75,1302
131,0.47061,254,,74,1302.2
132,0.47474,261,,73,1302.4
133,0.47881,269,,72,1302.8
134,0.48286,279,,72,1303
135,0.48678,287,,71,1303.2
136,0.4906,305,,71,1303.4
137,0.49424,309,,70,1303.6
138,0.49765,329,,70,1303.8
139,0.50051,341,,70,1304.2
140,0.50359,323,,69,1304.4
141,0.50684,319,,70,1304.8
142,0.51027,313,,70,1305.2
143,0.51404,285,,71,1305.6
144,0.51793,282,,72,1306.2
145,0.52174,276,,72,1306.4
146,0.52583,272,,73,1307
147,0.52997,265,,75,1307.4
148,0.53421,256,,76,1307.6
149,0.5386,258,,77,1308.2
150,0.54306,259,,79,1308.6
151,0.54754,260,,82,1309
152,0.55207,250,,82,1309.4
153,0.5566,232,,84,1309.6
154,0.56122,226,,85,1309.8
155,0.56597,218,,86,1310
156,0.57082,203,,88,1310.4
157,0.57576,207,,88,1310.4
158,0.58076,195,,87,1310.6
159,0.586,199,,87,1310.6
160,0.59127,196,,88,1311
161,0.59667,193,,88,1311
162,0.60212,181,,86,1311.2
163,0.6076,175,,86,1311.4
164,0.61312,174,,86,1311.6
165,0.61872,165,,86,1311.8
166,0.62435,170,,87,1312
167,0.63002,172,,87,1312
168,0.63576,166,,87,1312.2
169,0.6415,157,,88,1312.2
170,0.6472,157,,88,1312.4
171,0.65288,158,,88,1312.6
172,0.65859,165,,89,1312.6
173,0.66433,171,,89,1312.8
174,0.67014,181,,90,1312.8
175,0.67598,180,,90,1313
176,0.68178,183,,90,1313.2
177,0.68756,192,,90,1313.6
178,0.69332,200,,91,1313.8
179,0.69899,195,,92,1313.8
180,0.70452,208,,92,1314
181,0.70991,203,,91,1314.2
182,0.71526,231,,91,1314.2
183,0.72059,244,,87,1314.4
184,0.72586,256,,86,1314.6
185,0.73112,242,,86,1314.8
186,0.7364,252,,87,1314.8
187,0.74158,251,,86,1315
188,0.7466,257,,86,1315.2
189,0.75157,251,,85,1315.6
190,0.75655,254,,85,1315.8
191,0.76137,254,,84,1316
192,0.76619,271,,83,1316.2
193,0.77106,285,,83,1316.4
194,0.77592,288,,83,1316.8
195,0.78071,285,,82,1317
196,0.7855,299,,82,1317.2
197,0.7903,297,,81,1317.6
198,0.79505,293,,81,1317.8
199,0.79975,290,,81,1318
200,0.80445,295,,80,1318.4
201,0.80903,312,,79,1318.8
202,0.81362,325,,79,1319.2
203,0.81821,333,,79,1319.4
204,0.82285,321,,78,1319.8
205,0.82742,311,,78,1320
206,0.83192,303,,77,1320.8
207,0.83636,301,,76,1321
208,0.84078,298,,75,1321.4
209,0.84515,302,,75,1321.8
210,0.84944,308,,75,1322
211,0.85361,292,,75,1322.2
212,0.85776,285,,76,1322.6
213,0.86194,290,,76,1323.2
214,0.86616,293,,77,1323.4
215,0.87033,291,,77,1323.8
216,0.87446,287,,76,1324
217,0.87854,289,,76,1324.2
218,0.88259,293,,76,1324.6
219,0.88666,287,,76,1324.8
220,0.89071,285,,75,1325.4
221,0.89476,284,,75,1325.6
222,0.89881,279,,74,1325.8
223,0.9028,284,,74,1326
224,0.90681,286,,74,1326.6
225,0.91084,292,,74,1326.8
226,0.91489,291,,75,1327.2
227,0.91897,294,,75,1327.2
228,0.92307,296,,76,1327.8
229,0.92721,301,,77,1328
230,0.93132,288,,77,1328.4
231,0.93547,282,,77,1328.6
232,0.93959,277,,76,1328.8
233,0.94367,274,,76,1329.2
234,0.94776,276,,76,1329.4
235,0.95194,279,,76,1330
236,0.95608,282,,77,1330.4
237,0.96019,281,,77,1330.6
238,0.96429,277,,77,1331
239,0.9684,269,,76,1331.2
240,0.97246,274,,76,1331.4
241,0.97653,276,,76,1331.6
242,0.98066,275,,76,1332
243,0.98477,280,,76,1332.2
244,0.98888,283,,76,1332.4
245,0.99295,276,,76,1332.8
246,0.99704,270,,76,1333.2
247,1.00117,270,,76,1333.4
248,1.00524,274,,76,1333.8
249,1.00935,274,,76,1334
250,1.01349,280,,77,1334.2
251,1.01763,269,,77,1334.4
252,1.02183,269,,77,1334.8
253,1.02605,274,,78,1335.2
254,1.0303,267,,78,1335.6
255,1.03459,252,,78,1335.8
256,1.03883,257,,78,1336.2
257,1.0431,266,,78,1336.6
258,1.04736,264,,79,1336.8
259,1.05161,261,,79,1337
260,1.05589,251,,78,1337.4
261,1.06019,266,,79,1337.6
262,1.0645,269,,78,1338
263,1.06882,282,,79,1338.2
264,1.07319,285,,80,1338.8
265,1.07754,276,,79,1339
266,1.08188,277,,79,1339.4
267,1.0862,270,,79,1339.8
268,1.09054,270,,79,1340
269,1.09487,261,,80,1340.4
270,1.09921,264,,80,1340.6
271,1.10352,261,,79,1341
272,1.1078,265,,80,1341.2
273,1.11217,261,,80,1341.4
274,1.11656,257,,80,1341.8
275,1.12095,261,,81,1342
